PaleoDB_taxon_no	taxon_name	phylum	class	order	family	fad_int	fad_age	lad_int	lad_age	size_ref	range_ref	log10_volume	log10_max_length
31770	Globocrinus	Echinodermata	Crinoidea	Ampelocrinida	Ampelocrinidae	Visean	346.7	Visean	330.9	51	24	3.39675560275045	1.2771506139638
32188	Halogetocrinus	Echinodermata	Crinoidea	Ampelocrinida	Ampelocrinidae	Moscovian	315.2	Asselian	295.5	51	24	2.96375865310591	1.08264177815713
32394	Spheniscocrinus	Echinodermata	Crinoidea	Ampelocrinida	Ampelocrinidae	Artinskian	290.1	Capitanian	259.9	51	24	4.18266070385232	1.50408231898211
32092	Calceolispongia	Echinodermata	Crinoidea	Ampelocrinida	Calceolispongiidae	Sakmarian	295.5	Roadian	268.8	51	24	4.65726310057362	1.75457765604473
32212	Jimbacrinus	Echinodermata	Crinoidea	Ampelocrinida	Calceolispongiidae	Artinskian	290.1	Artinskian	279.3	51	24	4.0126729459954	1.51321760006794
32430	Tribrachyocrinus	Echinodermata	Crinoidea	Ampelocrinida	Tribrachyocrinidae	Artinskian	290.1	Capitanian	259.9	51	24	4.31929051301201	1.58782317131896
32661	Paracomatula	Echinodermata	Crinoidea	Isocrinida	Paracomatulidae	Norian	228	Bajocian	168.3	52	52	2.77545764189168	1.0918553035973
32611	Holocrinus	Echinodermata	Crinoidea	Isocrinida	Holocrinidae	Induan	252.2	Carnian	228	51	52	2.79814335017058	1.02897770520878
32605	Cenocrinus	Echinodermata	Crinoidea	Isocrinida	Isocrinidae	Holocene	0.0117	Holocene	0	52	52	3.51926056060863	1.34064237756071
32612	Isocrinus	Echinodermata	Crinoidea	Isocrinida	Isocrinidae	Ladinian	242	Holocene	0	52	24	3.56284809695749	1.7955821132634
32613	Isselicrinus	Echinodermata	Crinoidea	Isocrinida	Isocrinidae	Campanian	83.6	Serravallian	11.62	52	24	3.16506499049294	1.26507999898001
32616	Metacrinus	Echinodermata	Crinoidea	Isocrinida	Isocrinidae	Danian	66	Holocene	0	52	24	4.30514701592165	1.54365423347389
153360	Neocrinus	Echinodermata	Crinoidea	Isocrinida	Isocrinidae	Holocene	0.0117	Holocene	0	52	52	2.62045473308692	0.994903442980622
32599	Austinocrinus	Echinodermata	Crinoidea	Isocrinida		Campanian	83.6	Maastrichtian	66	52	52	4.09618379040951	1.54357142396237
32600	Balanocrinus	Echinodermata	Crinoidea	Isocrinida		Norian	228	Hauterivian	129.4	52	24	3.18850103452048	1.15836249209525
32602	Cainocrinus	Echinodermata	Crinoidea	Isocrinida		Danian	66	Ypresian	47.8	52	24	1.34127225213577	0.660693036277598
32603	Chariocrinus	Echinodermata	Crinoidea	Isocrinida		Toarcian	182.7	Oxfordian	157.3	52	52	2.81882748283207	1.16286299332193
32610	Hispidocrinus	Echinodermata	Crinoidea	Isocrinida		Sinemurian	199.3	Oxfordian	157.3	52	52	2.81367064011042	1.49415459401844
32617	Moenocrinus	Echinodermata	Crinoidea	Isocrinida		Anisian	247.2	Anisian	242	52	52	2.34397546545478	0.876410304358103
32619	Nielsenicrinus	Echinodermata	Crinoidea	Isocrinida		Hauterivian	132.9	Chattian	23.03	52	24	2.67636113282583	1.14674801363064
32620	Percevalicrinus	Echinodermata	Crinoidea	Isocrinida		Tithonian	152.1	Valanginian	132.9	52	52	1.16711697913408	0.553883026643874
32623	Rhodanometra	Echinodermata	Crinoidea	Isocrinida		Callovian	166.1	Callovian	163.5	52	24	1.56929781361905	0.67835280737135
32624	Seirocrinus	Echinodermata	Crinoidea	Isocrinida		Norian	228	Bathonian	166.1	52	24	4.13435603065245	1.73766962735664
32630	Tulipacrinus	Echinodermata	Crinoidea	Isocrinida		Carnian	235	Rhaetian	201.3	52	24	0.057841169303156	0.182842458558692
32693	Somphocrinus	Echinodermata	Crinoidea	Roveacrinida	Roveacrinidae	Carnian	235	Carnian	228	51	24	-0.871744203315916	-0.128093632973715
32683	Orthogonocrinus	Echinodermata	Crinoidea	Roveacrinida		Albian	113	Coniacian	86.3	51	24	-0.270044629112268	0.0731682622651015
32684	Ossicrinus	Echinodermata	Crinoidea	Roveacrinida		Ladinian	242	Carnian	228	51	24	-1.41036279088978	-0.308255631408626
32687	Plotocrinus	Echinodermata	Crinoidea	Roveacrinida		Albian	113	Albian	100.5	51	24	0.353660093068436	0.281790637678313
32686	Poecilocrinus	Echinodermata	Crinoidea	Roveacrinida		Albian	113	Cenomanian	93.3	51	24	0.906086118636107	0.466571072386354
32689	Roveacrinoides	Echinodermata	Crinoidea	Roveacrinida		Turonian	93.3	Turonian	89.8	51	24	0.221002277029007	0.237418056046236
32694	Styracocrinus	Echinodermata	Crinoidea	Roveacrinida		Albian	113	Cenomanian	93.3	51	24	-0.521663199246662	-0.0109953843014632
31623	Gilbertsocrinus	Echinodermata	Crinoidea	Diplobathrida	Rhodocrinidae	Givetian	387.7	Visean	330.9	51	24	4.45716845926924	1.65436909097529
31750	Dichocrinus	Echinodermata	Crinoidea	Monobathrida	Dichocrinidae	Tournaisian	358.9	Moscovian	307	51	24	3.50784340915363	1.28216877830464
31852	Stomiocrinus	Echinodermata	Crinoidea	Monobathrida	Dichocrinidae	Artinskian	290.1	Capitanian	259.9	51	24	2.76296245000901	1.04198450148679
31687	Actinocrinites	Echinodermata	Crinoidea	Monobathrida	Actinocrinitidae	Tournaisian	358.9	Moscovian	307	51	24	4.57901073947369	1.65667304588485
31765	Eumorphocrinus	Echinodermata	Crinoidea	Monobathrida	Actinocrinitidae	Visean	346.7	Visean	330.9	51	24	4.36407760409085	1.56157836830096
31720	Camptocrinus	Echinodermata	Crinoidea	Monobathrida	Platycrinitidae	Visean	346.7	Serpukhovian	323.2	51	24	1.32080035200712	0.546542663478131
31805	Neoplatycrinus	Echinodermata	Crinoidea	Monobathrida	Platycrinitidae	Sakmarian	295.5	Capitanian	259.9	51	24	3.32174329539076	1.22048167471419
31831	Pleurocrinus	Echinodermata	Crinoidea	Monobathrida	Platycrinitidae	Tournaisian	358.9	Capitanian	259.9	51	24	3.71827404395963	1.36983407030017
31767	Gennaeocrinus	Echinodermata	Crinoidea	Monobathrida	Periechocrinitidae	Emsian	407.6	Givetian	382.7	51	24	4.62268537772423	1.64865269513122
31761	Eucalyptocrinites	Echinodermata	Crinoidea	Monobathrida	Eucalyptocrinitidae	Rhuddanian	443.4	Eifelian	387.7	51	24	4.67402041759224	1.67154308526257
31775	Hexacrinites	Echinodermata	Crinoidea	Monobathrida	Hexacrinitidae	Gorstian	427.4	Tournaisian	346.7	51	24	4.33837916038807	1.55630250076729
31796	Megaliocrinus	Echinodermata	Crinoidea	Monobathrida	Paragaricocrinidae	Bashkirian	323.2	Moscovian	307	51	24	3.61245313739509	1.33071432317564
31699	Aorocrinus	Echinodermata	Crinoidea	Monobathrida	Batocrinidae	Givetian	387.7	Visean	330.9	51	24	3.14984884488913	1.17493159352844
31797	Megistocrinus	Echinodermata	Crinoidea	Monobathrida	Batocrinidae	Lochkovian	419.2	Visean	330.9	51	24	4.85941914994155	1.74024987108033
31773	Hapalocrinus	Echinodermata	Crinoidea	Monobathrida	Hapalocrinidae	Emsian	407.6	Frasnian	372.2	51	24	3.45724058942675	1.26143281380812
31755	Dolatocrinus	Echinodermata	Crinoidea	Monobathrida	Melocrinidae	Emsian	407.6	Givetian	382.7	51	24	3.15404328887481	1.16256440652302
31790	Macrostylocrinus	Echinodermata	Crinoidea	Monobathrida	Patelliocrinidae	Katian	453	Emsian	393.3	51	24	2.29020873967289	0.871961914059924
31679	Aacocrinus	Echinodermata	Crinoidea	Monobathrida		Tournaisian	358.9	Tournaisian	346.7	51	24	3.59356118075461	1.31090562937614
31680	Abacocrinus	Echinodermata	Crinoidea	Monobathrida		Sheinwoodian	433.4	Homerian	427.4	51	24	4.01674757558061	1.43488812086732
31681	Abactinocrinus	Echinodermata	Crinoidea	Monobathrida		Tournaisian	358.9	Tournaisian	346.7	51	24	3.78927788361498	1.40157284567645
31682	Abathocrinus	Echinodermata	Crinoidea	Monobathrida		Sheinwoodian	433.4	Homerian	427.4	51	24	3.56654627022271	1.30481354339411
31683	Abatocrinus	Echinodermata	Crinoidea	Monobathrida		Tournaisian	358.9	Visean	330.9	51	24	3.79218306597037	1.37930551775058
31685	Acacocrinus	Echinodermata	Crinoidea	Monobathrida		Rhuddanian	443.4	Givetian	382.7	51	24	2.46588378586342	1.01431048096331
31686	Acrocrinus	Echinodermata	Crinoidea	Monobathrida		Visean	346.7	Serpukhovian	323.2	51	24	4.84879717157512	1.79386020134267
31688	Agaricocrinus	Echinodermata	Crinoidea	Monobathrida		Tournaisian	358.9	Visean	330.9	51	24	4.29741633038345	1.63144376901317
31689	Agathocrinus	Echinodermata	Crinoidea	Monobathrida		Emsian	407.6	Famennian	358.9	51	24	2.96864500822164	1.10833947478884
31690	Alisocrinus	Echinodermata	Crinoidea	Monobathrida		Katian	453	Homerian	427.4	51	24	3.50634814393882	1.30276370847298
31691	Allocrinus	Echinodermata	Crinoidea	Monobathrida		Sheinwoodian	433.4	Ludfordian	423	51	24	2.74410192978429	1.14906508020762
31692	Alloprosallocrinus	Echinodermata	Crinoidea	Monobathrida		Visean	346.7	Visean	330.9	51	24	3.85309587062683	1.37894269861344
31694	Amblacrinus	Echinodermata	Crinoidea	Monobathrida		Eifelian	393.3	Givetian	382.7	51	24	3.31840214315296	1.27346427262135
31695	Amonohexacrinus	Echinodermata	Crinoidea	Monobathrida		Emsian	407.6	Emsian	393.3	51	24	3.20492046352149	1.19989224352632
31696	Amphoracrinus	Echinodermata	Crinoidea	Monobathrida		Tournaisian	358.9	Serpukhovian	323.2	51	24	4.42362643591376	1.58759872972124
31697	Amphoracrocrinus	Echinodermata	Crinoidea	Monobathrida		Tournaisian	358.9	Serpukhovian	323.2	51	24	3.4189830789235	1.29402509409532
31701	Arthroacantha	Echinodermata	Crinoidea	Monobathrida		Emsian	407.6	Frasnian	372.2	51	24	3.72564983383376	1.37891677135862
31703	Athabascacrinus	Echinodermata	Crinoidea	Monobathrida		Tournaisian	358.9	Tournaisian	346.7	51	24	3.36943172605965	1.22685757028872
31705	Azygocrinus	Echinodermata	Crinoidea	Monobathrida		Visean	346.7	Visean	330.9	51	24	3.21925058308786	1.18836592606315
31706	Barrandeocrinus	Echinodermata	Crinoidea	Monobathrida		Sheinwoodian	433.4	Homerian	427.4	51	24	3.58690197538724	1.30674660807771
31707	Batocrinus	Echinodermata	Crinoidea	Monobathrida		Visean	346.7	Visean	330.9	51	24	4.12371911521672	1.4929000111087
31708	Beyrichocrinus	Echinodermata	Crinoidea	Monobathrida		Pragian	410.8	Pragian	407.6	51	24	5.52477433419781	1.95124035032434
31710	Blairocrinus	Echinodermata	Crinoidea	Monobathrida		Tournaisian	358.9	Tournaisian	346.7	51	24	3.38139665782196	1.2254385168055
31711	Bogotacrinus	Echinodermata	Crinoidea	Monobathrida		Emsian	407.6	Eifelian	387.7	51	24	1.674215186975	0.680544694352324
31715	Brahmacrinus	Echinodermata	Crinoidea	Monobathrida		Tournaisian	358.9	Visean	330.9	51	24	4.44170712765732	1.58529955137271
31716	Briarocrinus	Echinodermata	Crinoidea	Monobathrida		Sheinwoodian	433.4	Homerian	427.4	51	24	3.14860996495708	1.21022931483836
31717	Cactocrinus	Echinodermata	Crinoidea	Monobathrida		Tournaisian	358.9	Visean	330.9	51	24	4.06005832238932	1.48444220764241
31721	Canistrocrinus	Echinodermata	Crinoidea	Monobathrida		Katian	453	Katian	445.2	51	24	3.39669764513781	1.31090562937614
31722	Cantharocrinus	Echinodermata	Crinoidea	Monobathrida		Emsian	407.6	Eifelian	387.7	51	24	2.6821941913092	1.02469086235543
31723	Carolicrinus	Echinodermata	Crinoidea	Monobathrida		Pridolian	423	Pridolian	419.2	51	24	3.90182631856336	1.46750239924702
31724	Carpocrinus	Echinodermata	Crinoidea	Monobathrida		Rhuddanian	443.4	Pragian	407.6	51	24	2.98670940629716	1.15085873511032
31725	Caucacrocrinus	Echinodermata	Crinoidea	Monobathrida		Kasimovian	307	Kasimovian	303.7	51	24	1.21103773429318	0.533830697962001
31727	Centriocrinus	Echinodermata	Crinoidea	Monobathrida		Eifelian	393.3	Eifelian	387.7	51	24	3.64024559178621	1.40636983546927
31730	Clarkeocrinus	Echinodermata	Crinoidea	Monobathrida		Eifelian	393.3	Givetian	382.7	51	24	3.34762244589303	1.31069331234336
31731	Clematocrinus	Echinodermata	Crinoidea	Monobathrida		Rhuddanian	443.4	Ludfordian	423	51	24	0.905725740191618	0.633804987546765
31732	Clonocrinus	Echinodermata	Crinoidea	Monobathrida		Sheinwoodian	433.4	Ludfordian	423	51	24	4.40770500079378	1.62746827245971
31733	Closterocrinus	Echinodermata	Crinoidea	Monobathrida		Sheinwoodian	433.4	Homerian	427.4	51	24	3.25864946865517	1.26552533521907
31734	Coelocrinus	Echinodermata	Crinoidea	Monobathrida		Tournaisian	358.9	Tournaisian	346.7	51	24	2.40107159327082	1.01577875638904
31736	Compsocrinus	Echinodermata	Crinoidea	Monobathrida		Katian	453	Katian	445.2	51	24	0.163757523981956	0.406540180433955
31737	Cordylocrinus	Echinodermata	Crinoidea	Monobathrida		Gorstian	427.4	Lochkovian	410.8	51	24	1.42505629890835	0.828445058795637
31738	Corocrinus	Echinodermata	Crinoidea	Monobathrida		Emsian	407.6	Givetian	382.7	51	24	4.17874755334945	1.55339751012388
31739	Craterocrinus	Echinodermata	Crinoidea	Monobathrida		Eifelian	393.3	Eifelian	387.7	51	24	4.74876318156546	1.72411195396121
31740	Ctenocrinus	Echinodermata	Crinoidea	Monobathrida		Gorstian	427.4	Eifelian	387.7	51	24	4.1666865945244	1.56902258602956
31741	Culicocrinus	Echinodermata	Crinoidea	Monobathrida		Emsian	407.6	Emsian	393.3	51	24	3.03583894294182	1.13385812520333
31742	Cusacrinus	Echinodermata	Crinoidea	Monobathrida		Tournaisian	358.9	Tournaisian	346.7	51	24	3.46472487306364	1.30269715503146
31743	Cylicocrinus	Echinodermata	Crinoidea	Monobathrida		Sheinwoodian	433.4	Homerian	427.4	51	24	3.25466119161853	1.2380461031288
31744	Cytidocrinus	Echinodermata	Crinoidea	Monobathrida		Visean	346.7	Visean	330.9	51	24	5.22436867784148	1.86119291724451
31746	Cytocrinus	Echinodermata	Crinoidea	Monobathrida		Sheinwoodian	433.4	Homerian	427.4	51	24	3.6308341215367	1.30824417674061
31745	Cyttarocrinus	Echinodermata	Crinoidea	Monobathrida		Emsian	407.6	Givetian	382.7	51	24	2.5224137144434	0.973935628875305
31747	Desmidocrinus	Echinodermata	Crinoidea	Monobathrida		Gorstian	427.4	Ludfordian	423	51	24	3.56779673762736	1.40025009115012
31748	Dialutocrinus	Echinodermata	Crinoidea	Monobathrida		Tournaisian	358.9	Tournaisian	346.7	51	24	3.63269167708194	1.3155505344219
31749	Diatorocrinus	Echinodermata	Crinoidea	Monobathrida		Visean	346.7	Visean	330.9	51	24	4.22171948521176	1.53351786201697
31752	Dinacrocrinus	Echinodermata	Crinoidea	Monobathrida		Moscovian	315.2	Kasimovian	303.7	51	24	2.50423727295097	0.993289236256265
31754	Dizygocrinus	Echinodermata	Crinoidea	Monobathrida		Visean	346.7	Visean	330.9	51	24	3.60953765912801	1.32756326018728
31756	Dorycrinus	Echinodermata	Crinoidea	Monobathrida		Tournaisian	358.9	Visean	330.9	51	24	4.43800448744447	1.57966929355472
31757	Ectocrinus	Echinodermata	Crinoidea	Monobathrida		Visean	346.7	Visean	330.9	51	24	4.61745351014386	1.63698910181223
31759	Eopatelliocrinus	Echinodermata	Crinoidea	Monobathrida		Sandbian	458.4	Homerian	427.4	51	24	1.74478490483249	0.706148588963148
31760	Eretmocrinus	Echinodermata	Crinoidea	Monobathrida		Tournaisian	358.9	Visean	330.9	51	24	4.2604987930182	1.54120469068326
31762	Eucladocrinus	Echinodermata	Crinoidea	Monobathrida		Tournaisian	358.9	Visean	330.9	51	24	4.95350278830638	1.75739602879302
31763	Eutelecrinus	Echinodermata	Crinoidea	Monobathrida		Capitanian	265.1	Capitanian	259.9	51	24	3.24115718428917	1.22698634552522
31764	Eutrochocrinus	Echinodermata	Crinoidea	Monobathrida		Tournaisian	358.9	Visean	330.9	51	24	4.23536925890867	1.6019048584519
31769	Globacrocrinus	Echinodermata	Crinoidea	Monobathrida		Bashkirian	323.2	Moscovian	307	51	24	3.07979490469055	1.15364551574347
31771	Glyptocrinus	Echinodermata	Crinoidea	Monobathrida		Sandbian	458.4	Ludfordian	423	51	24	3.96475376566143	1.53447033220334
31779	Iberocrinus	Echinodermata	Crinoidea	Monobathrida		Bashkirian	323.2	Moscovian	307	51	24	3.57373187195751	1.32746110930314
31784	Laurelocrinus	Echinodermata	Crinoidea	Monobathrida		Sheinwoodian	433.4	Homerian	427.4	51	24	3.83251962304249	1.39846084960822
31786	Liomolgocrinus	Echinodermata	Crinoidea	Monobathrida		Lochkovian	419.2	Lochkovian	410.8	51	24	4.7859832205945	1.71449740864981
31788	Lyonicrinus	Echinodermata	Crinoidea	Monobathrida		Rhuddanian	443.4	Ludfordian	423	51	24	2.75101028184063	1.01396015870352
31789	Macrocrinus	Echinodermata	Crinoidea	Monobathrida		Tournaisian	358.9	Visean	330.9	51	24	3.42641012566471	1.26075263437089
31791	Maligneocrinus	Echinodermata	Crinoidea	Monobathrida		Tournaisian	358.9	Tournaisian	346.7	51	24	4.61814503088676	1.64018319192134
31792	Manillocrinus	Echinodermata	Crinoidea	Monobathrida		Tournaisian	358.9	Tournaisian	346.7	51	24	3.44836343195709	1.33645973384853
31795	Marsupiocrinus	Echinodermata	Crinoidea	Monobathrida		Sheinwoodian	433.4	Lochkovian	410.8	51	24	4.58870960339796	1.6278547893569
31798	Melocrinites	Echinodermata	Crinoidea	Monobathrida		Lochkovian	419.2	Frasnian	372.2	51	24	4.14379110882714	1.52955867302116
31799	Metacrocrinus	Echinodermata	Crinoidea	Monobathrida		Moscovian	315.2	Moscovian	307	51	24	2.62313749688316	0.971855449093588
31804	Neodichocrinus	Echinodermata	Crinoidea	Monobathrida		Capitanian	265.1	Capitanian	259.9	51	24	1.57171465341152	0.617572157506216
31806	Nunnacrinus	Echinodermata	Crinoidea	Monobathrida		Tournaisian	358.9	Visean	330.9	51	24	4.10970457187688	1.50379068305718
31807	Oehlerticrinus	Echinodermata	Crinoidea	Monobathrida		Lochkovian	419.2	Eifelian	387.7	51	24	3.3144625334864	1.27392678010053
31812	Paradichocrinus	Echinodermata	Crinoidea	Monobathrida		Tournaisian	358.9	Visean	330.9	51	24	4.45056733571645	1.61982350045728
31813	Paragaricocrinus	Echinodermata	Crinoidea	Monobathrida		Capitanian	265.1	Capitanian	259.9	51	24	4.50931986548497	1.59846220047415
31814	Parahexacrinus	Echinodermata	Crinoidea	Monobathrida		Emsian	407.6	Emsian	393.3	51	24	3.96166955808192	1.51921526337613
31816	Paramelocrinus	Echinodermata	Crinoidea	Monobathrida		Sheinwoodian	433.4	Pridolian	419.2	51	24	3.14813738979167	1.37974184285894
31819	Periechocrinus	Echinodermata	Crinoidea	Monobathrida		Sheinwoodian	433.4	Ludfordian	423	51	24	4.89879234672708	1.80509287834267
31820	Periglyptocrinus	Echinodermata	Crinoidea	Monobathrida		Sandbian	458.4	Sandbian	453	51	24	4.41422767433072	1.85895805471801
31822	Physetocrinus	Echinodermata	Crinoidea	Monobathrida		Tournaisian	358.9	Visean	330.9	51	24	4.12200606500333	1.56773196254807
31824	Pithocrinus	Echinodermata	Crinoidea	Monobathrida		Emsian	407.6	Givetian	382.7	51	24	4.38961813392686	1.57460994134019
31825	Planacrocrinus	Echinodermata	Crinoidea	Monobathrida		Bashkirian	323.2	Kasimovian	303.7	51	24	0.510786217922839	0.39185887024792
31826	Platyacrocrinus	Echinodermata	Crinoidea	Monobathrida		Bashkirian	323.2	Bashkirian	315.2	51	24	2.84450867493272	1.15735601544107
31828	Platyhexacrinus	Echinodermata	Crinoidea	Monobathrida		Emsian	407.6	Eifelian	387.7	51	24	3.80699834291236	1.38685552918472
31829	Plemnocrinus	Echinodermata	Crinoidea	Monobathrida		Tournaisian	358.9	Visean	330.9	51	24	4.27605456217548	1.53637805026077
31832	Polypeltes	Echinodermata	Crinoidea	Monobathrida		Sheinwoodian	433.4	Homerian	427.4	51	24	4.09704616556711	1.64358426093862
31833	Pradocrinus	Echinodermata	Crinoidea	Monobathrida		Emsian	407.6	Emsian	393.3	51	24	5.02112491986141	1.87915324618425
31837	Promelocrinus	Echinodermata	Crinoidea	Monobathrida		Sheinwoodian	433.4	Homerian	427.4	51	24	3.53230658291449	1.35564305022087
31838	Protacrocrinus	Echinodermata	Crinoidea	Monobathrida		Tournaisian	358.9	Tournaisian	346.7	51	24	1.93612551884848	0.784220930022624
31839	Pterotocrinus	Echinodermata	Crinoidea	Monobathrida		Visean	346.7	Serpukhovian	323.2	51	24	4.27318187321671	1.58103894877217
31840	Pycnocrinus	Echinodermata	Crinoidea	Monobathrida		Sandbian	458.4	Katian	445.2	51	24	4.40451323954146	1.60777660374169
31841	Pyxidocrinus	Echinodermata	Crinoidea	Monobathrida		Lochkovian	419.2	Givetian	382.7	51	24	2.99111194760706	1.14519640611418
31842	Sampsonocrinus	Echinodermata	Crinoidea	Monobathrida		Tournaisian	358.9	Visean	330.9	51	24	3.76115248707699	1.42204238675755
31844	Scyphocrinites	Echinodermata	Crinoidea	Monobathrida		Sheinwoodian	433.4	Lochkovian	410.8	51	24	5.82605840602447	2.07377070336673
31846	Springeracrocrinus	Echinodermata	Crinoidea	Monobathrida		Visean	346.7	Serpukhovian	323.2	51	24	2.03841588027705	0.815655865867762
31847	Stamnocrinus	Echinodermata	Crinoidea	Monobathrida		Emsian	407.6	Givetian	382.7	51	24	4.47806843793635	1.63113925025681
31848	Steganocrinus	Echinodermata	Crinoidea	Monobathrida		Tournaisian	358.9	Visean	330.9	51	24	4.2274932843817	1.52022143588196
31849	Stelidiocrinus	Echinodermata	Crinoidea	Monobathrida		Sheinwoodian	433.4	Homerian	427.4	51	24	2.13746678540896	0.982572721758305
31851	Stiptocrinus	Echinodermata	Crinoidea	Monobathrida		Sheinwoodian	433.4	Ludfordian	423	51	24	3.84553994550824	1.38465204199902
31854	Strotocrinus	Echinodermata	Crinoidea	Monobathrida		Tournaisian	358.9	Visean	330.9	51	24	4.6720038969392	1.67942789661212
31856	Sunwaptacrinus	Echinodermata	Crinoidea	Monobathrida		Tournaisian	358.9	Tournaisian	346.7	51	24	3.94669194513818	1.41586329599107
31857	Talarocrinus	Echinodermata	Crinoidea	Monobathrida		Visean	346.7	Visean	330.9	51	24	3.0939286730964	1.1854477122136
31859	Technocrinus	Echinodermata	Crinoidea	Monobathrida		Gorstian	427.4	Pragian	407.6	51	24	4.25458538326353	1.65628990119136
